manifest_id,cohort,seed,domain,domain_label,value_head,rq_scope,task_type,stage,variant,architecture,teacher,source_checkpoint_ref,supervised_lr,max_epochs,original_training_set,estimator,puct,tree_sampling,anchor,width,iterations,workers,jpddl_heap,cpus,memory,time_limit,instance_timeout,completion_mode,dependency_ref,checkpoint_selection,status,notes
fo_counters-on-923500475-stage1-train-primary,prospective-ten,923500475,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-923500475-stage1-policy_eval-primary,prospective-ten,923500475,fo_counters,FO Counters,on,RQ3/RQ4,policy_eval,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,selected:stage1:fo_counters:on:923500475,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,fo_counters-on-923500475-stage1-train-primary,preselected dependency checkpoint,planned,
fo_counters-on-923500475-stage1-mcts_eval-primary,prospective-ten,923500475,fo_counters,FO Counters,on,RQ3/RQ4,mcts_eval,stage1,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage1:fo_counters:on:923500475,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,fo_counters-on-923500475-stage1-train-primary,preselected dependency checkpoint,planned,
fo_counters-on-923500475-stage2-train-primary,prospective-ten,923500475,fo_counters,FO Counters,on,RQ3/RQ4,train,stage2,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage1:fo_counters:on:923500475,0.0003,100,True,0.5,0.1,0,10,20,0,3,4g,6,48G,3-00:00:00,,,fo_counters-on-923500475-stage1-train-primary,validation-best; never test-selected,planned,
fo_counters-on-923500475-stage2-policy_eval-primary,prospective-ten,923500475,fo_counters,FO Counters,on,RQ3/RQ4,policy_eval,stage2,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage2:fo_counters:on:923500475,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,fo_counters-on-923500475-stage2-train-primary,preselected dependency checkpoint,planned,
fo_counters-on-923500475-stage2-mcts_eval-primary,prospective-ten,923500475,fo_counters,FO Counters,on,RQ3/RQ4,mcts_eval,stage2,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage2:fo_counters:on:923500475,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,fo_counters-on-923500475-stage2-train-primary,preselected dependency checkpoint,planned,
fo_counters-on-1972442430-stage1-train-primary,prospective-ten,1972442430,fo_counters,FO Counters,on,RQ3/RQ4,train,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
fo_counters-on-1972442430-stage1-policy_eval-primary,prospective-ten,1972442430,fo_counters,FO Counters,on,RQ3/RQ4,policy_eval,stage1,primary,experiments_numeric.architecture_2.fo_counters,hmrmax-astar,selected:stage1:fo_counters:on:1972442430,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,fo_counters-on-1972442430-stage1-train-primary,preselected dependency checkpoint,planned,
fo_counters-on-1972442430-stage1-mcts_eval-primary,prospective-ten,1972442430,fo_counters,FO Counters,on,RQ3/RQ4,mcts_eval,stage1,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage1:fo_counters:on:1972442430,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,fo_counters-on-1972442430-stage1-train-primary,preselected dependency checkpoint,planned,
fo_counters-on-1972442430-stage2-train-primary,prospective-ten,1972442430,fo_counters,FO Counters,on,RQ3/RQ4,train,stage2,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage1:fo_counters:on:1972442430,0.0003,100,True,0.5,0.1,0,10,20,0,3,4g,6,48G,3-00:00:00,,,fo_counters-on-1972442430-stage1-train-primary,validation-best; never test-selected,planned,
fo_counters-on-1972442430-stage2-policy_eval-primary,prospective-ten,1972442430,fo_counters,FO Counters,on,RQ3/RQ4,policy_eval,stage2,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage2:fo_counters:on:1972442430,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,fo_counters-on-1972442430-stage2-train-primary,preselected dependency checkpoint,planned,
fo_counters-on-1972442430-stage2-mcts_eval-primary,prospective-ten,1972442430,fo_counters,FO Counters,on,RQ3/RQ4,mcts_eval,stage2,primary,experiments_numeric.architecture_2.fo_counters_mcts,hmrmax-astar,selected:stage2:fo_counters:on:1972442430,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,fo_counters-on-1972442430-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1963100312-stage1-train-primary,prospective-ten,1963100312,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1963100312-stage1-policy_eval-primary,prospective-ten,1963100312,rover,Rover,off,RQ1/RQ2,policy_eval,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,selected:stage1:rover:off:1963100312,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1963100312-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1963100312-stage1-mcts_eval-primary,prospective-ten,1963100312,rover,Rover,off,RQ1/RQ2,mcts_eval,stage1,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1963100312,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1963100312-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1963100312-stage2-train-primary,prospective-ten,1963100312,rover,Rover,off,RQ1/RQ2,train,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1963100312,0.0003,100,True,0.5,0.1,0,0,20,0,3,4g,6,48G,3-00:00:00,,,rover-off-1963100312-stage1-train-primary,validation-best; never test-selected,planned,
rover-off-1963100312-stage2-policy_eval-primary,prospective-ten,1963100312,rover,Rover,off,RQ1/RQ2,policy_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1963100312,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1963100312-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1963100312-stage2-mcts_eval-primary,prospective-ten,1963100312,rover,Rover,off,RQ1/RQ2,mcts_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1963100312,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1963100312-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-2011206605-stage1-train-primary,prospective-ten,2011206605,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-2011206605-stage1-policy_eval-primary,prospective-ten,2011206605,rover,Rover,off,RQ1/RQ2,policy_eval,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,selected:stage1:rover:off:2011206605,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-2011206605-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-2011206605-stage1-mcts_eval-primary,prospective-ten,2011206605,rover,Rover,off,RQ1/RQ2,mcts_eval,stage1,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:2011206605,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-2011206605-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-2011206605-stage2-train-primary,prospective-ten,2011206605,rover,Rover,off,RQ1/RQ2,train,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:2011206605,0.0003,100,True,0.5,0.1,0,0,20,0,3,4g,6,48G,3-00:00:00,,,rover-off-2011206605-stage1-train-primary,validation-best; never test-selected,planned,
rover-off-2011206605-stage2-policy_eval-primary,prospective-ten,2011206605,rover,Rover,off,RQ1/RQ2,policy_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:2011206605,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-2011206605-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-2011206605-stage2-mcts_eval-primary,prospective-ten,2011206605,rover,Rover,off,RQ1/RQ2,mcts_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:2011206605,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-2011206605-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1073581256-stage1-train-primary,prospective-ten,1073581256,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1073581256-stage1-policy_eval-primary,prospective-ten,1073581256,rover,Rover,off,RQ1/RQ2,policy_eval,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,selected:stage1:rover:off:1073581256,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1073581256-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1073581256-stage1-mcts_eval-primary,prospective-ten,1073581256,rover,Rover,off,RQ1/RQ2,mcts_eval,stage1,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1073581256,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1073581256-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1073581256-stage2-train-primary,prospective-ten,1073581256,rover,Rover,off,RQ1/RQ2,train,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1073581256,0.0003,100,True,0.5,0.1,0,0,20,0,3,4g,6,48G,3-00:00:00,,,rover-off-1073581256-stage1-train-primary,validation-best; never test-selected,planned,
rover-off-1073581256-stage2-policy_eval-primary,prospective-ten,1073581256,rover,Rover,off,RQ1/RQ2,policy_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1073581256,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1073581256-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1073581256-stage2-mcts_eval-primary,prospective-ten,1073581256,rover,Rover,off,RQ1/RQ2,mcts_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1073581256,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1073581256-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1239739722-stage1-train-primary,prospective-ten,1239739722,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1239739722-stage1-policy_eval-primary,prospective-ten,1239739722,rover,Rover,off,RQ1/RQ2,policy_eval,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,selected:stage1:rover:off:1239739722,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1239739722-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1239739722-stage1-mcts_eval-primary,prospective-ten,1239739722,rover,Rover,off,RQ1/RQ2,mcts_eval,stage1,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1239739722,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1239739722-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1239739722-stage2-train-primary,prospective-ten,1239739722,rover,Rover,off,RQ1/RQ2,train,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1239739722,0.0003,100,True,0.5,0.1,0,0,20,0,3,4g,6,48G,3-00:00:00,,,rover-off-1239739722-stage1-train-primary,validation-best; never test-selected,planned,
rover-off-1239739722-stage2-policy_eval-primary,prospective-ten,1239739722,rover,Rover,off,RQ1/RQ2,policy_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1239739722,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1239739722-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1239739722-stage2-mcts_eval-primary,prospective-ten,1239739722,rover,Rover,off,RQ1/RQ2,mcts_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1239739722,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1239739722-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1472491096-stage1-train-primary,prospective-ten,1472491096,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-1472491096-stage1-policy_eval-primary,prospective-ten,1472491096,rover,Rover,off,RQ1/RQ2,policy_eval,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,selected:stage1:rover:off:1472491096,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1472491096-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1472491096-stage1-mcts_eval-primary,prospective-ten,1472491096,rover,Rover,off,RQ1/RQ2,mcts_eval,stage1,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1472491096,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1472491096-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-1472491096-stage2-train-primary,prospective-ten,1472491096,rover,Rover,off,RQ1/RQ2,train,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:1472491096,0.0003,100,True,0.5,0.1,0,0,20,0,3,4g,6,48G,3-00:00:00,,,rover-off-1472491096-stage1-train-primary,validation-best; never test-selected,planned,
rover-off-1472491096-stage2-policy_eval-primary,prospective-ten,1472491096,rover,Rover,off,RQ1/RQ2,policy_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1472491096,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-1472491096-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1472491096-stage2-mcts_eval-primary,prospective-ten,1472491096,rover,Rover,off,RQ1/RQ2,mcts_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:1472491096,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-1472491096-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-534933607-stage1-train-primary,prospective-ten,534933607,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-534933607-stage1-policy_eval-primary,prospective-ten,534933607,rover,Rover,off,RQ1/RQ2,policy_eval,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,selected:stage1:rover:off:534933607,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-534933607-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-534933607-stage1-mcts_eval-primary,prospective-ten,534933607,rover,Rover,off,RQ1/RQ2,mcts_eval,stage1,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:534933607,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-534933607-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-534933607-stage2-train-primary,prospective-ten,534933607,rover,Rover,off,RQ1/RQ2,train,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:534933607,0.0003,100,True,0.5,0.1,0,0,20,0,3,4g,6,48G,3-00:00:00,,,rover-off-534933607-stage1-train-primary,validation-best; never test-selected,planned,
rover-off-534933607-stage2-policy_eval-primary,prospective-ten,534933607,rover,Rover,off,RQ1/RQ2,policy_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:534933607,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-534933607-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-534933607-stage2-mcts_eval-primary,prospective-ten,534933607,rover,Rover,off,RQ1/RQ2,mcts_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:534933607,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-534933607-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-2082152039-stage1-train-primary,prospective-ten,2082152039,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
rover-off-2082152039-stage1-policy_eval-primary,prospective-ten,2082152039,rover,Rover,off,RQ1/RQ2,policy_eval,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,selected:stage1:rover:off:2082152039,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-2082152039-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-2082152039-stage1-mcts_eval-primary,prospective-ten,2082152039,rover,Rover,off,RQ1/RQ2,mcts_eval,stage1,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:2082152039,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-2082152039-stage1-train-primary,preselected dependency checkpoint,planned,
rover-off-2082152039-stage2-train-primary,prospective-ten,2082152039,rover,Rover,off,RQ1/RQ2,train,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage1:rover:off:2082152039,0.0003,100,True,0.5,0.1,0,0,20,0,3,4g,6,48G,3-00:00:00,,,rover-off-2082152039-stage1-train-primary,validation-best; never test-selected,planned,
rover-off-2082152039-stage2-policy_eval-primary,prospective-ten,2082152039,rover,Rover,off,RQ1/RQ2,policy_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:2082152039,,,True,,,,,,,3,4g,6,20G,04:00:00,,VAL,rover-off-2082152039-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-2082152039-stage2-mcts_eval-primary,prospective-ten,2082152039,rover,Rover,off,RQ1/RQ2,mcts_eval,stage2,primary,experiments_numeric.architecture_2.rover_mcts,hmrp-ha-gbfs,selected:stage2:rover:off:2082152039,,,True,0.5,0.1,,,20,70,3,4g,6,120G,3-00:00:00,21600,rolling+VAL,rover-off-2082152039-stage2-train-primary,preselected dependency checkpoint,planned,
rover-off-1510771779-stage1-train-primary,prospective-ten,1510771779,rover,Rover,off,RQ1/RQ2,train,stage1,primary,experiments_numeric.architecture_2.rover,hmrp-ha-gbfs,new_lineage,0.003,1000,True,,,,,,,3,4g,6,48G,1-00:00:00,,,,validation-best; never test-selected,planned,
